Date,Samsung,Hyundai,SKHynix,KaKao,Naver
2021-01-15,-0.019133955,-0.042819997,-0.023256862,-0.031498491,-0.038466281
2021-01-18,-0.034685558,0.00415801,0.019418086,-0.023120619,-0.018137348
2021-01-19,0.023256862,0.08163735,0.003838776,0.028821034,0.024652029
2021-01-20,0.002296212,-0.009606222,0,0.009051366,0
2021-01-21,0.010268202,0.02101319,0.007633625,0.022270856,0.046003353
2021-01-22,-0.014865911,-0.028765166,-0.023077947,0.019625092,0.063083975
2021-01-25,0.029514061,0.011605546,0.049345874,0.022430051,0.015884811
2021-01-26,-0.030666798,-0.033238641,-0.045462374,-0.026754417,-0.020261185
2021-01-27,-0.012768601,-0.024146042,-0.0038835,0.008640827,-0.001463058
2021-01-28,-0.022446306,-0.028927637,-0.043744549,-0.015168081,0.03877011
2021-01-29,-0.02051973,-0.040647307,-0.004073325,-0.037822335,-0.034387342
2021-02-01,0.012121361,0.040647307,0.020202707,0.001129102,0.014472033
2021-02-02,0.016726794,0.008350779,0.039220713,0.009020759,0.040821995
2021-02-03,0.002366865,0.020576858,0,0.036369641,0.02182897
2021-02-04,-0.025135973,0.012145898,-0.039220713,-0.016373846,-0.034320458
2021-02-05,0.012048339,0.00401607,0.019802627,0.00110654,0.012491488
2021-02-08,-0.006006024,-0.0641378,-0.019802627,0.004381252,-0.013889112
2021-02-09,-0.003621006,0.010627093,0.003992021,0.008716142,0.002793298
2021-02-10,-0.01339034,0.035310003,0.003976148,0.059982334,0.022069861
2021-02-15,0.031365659,0.010152371,0.046520016,0.025216276,0.050542672
2021-02-16,0.008279172,0,0.003780723,0.023627201,0.021809716
2021-02-17,-0.020226745,-0.016293639,-0.019048195,-0.009779362,-0.00508907
2021-02-18,-0.013309331,-0.033406029,-0.031252544,-0.015834745,-0.0102565
2021-02-19,0.006071664,0.027226813,0.054067221,0.005968687,0.025446666
2021-02-22,-0.004854378,-0.002068253,0.025975486,-0.027154345,-0.029320137
2021-02-23,-0.002436055,0.012345836,0.014545711,-0.007155994,0.010296101
2021-02-24,0,-0.039629795,-0.01821544,-0.028115635,-0.043172172
2021-02-25,0.039455207,0.041672696,0.087930073,0.0229668,0.023779192
2021-02-26,-0.033376161,-0.033198069,-0.048285241,0.007192801,-0.021108963
2021-03-02,0.013245227,0.008403411,0.02097979,0.007151571,0.006644543
2021-03-03,0.004773279,0.004175371,0.017153079,0.004056554,0.056643197
2021-03-04,-0.019231362,-0.021053409,-0.034605529,-0.023576409,-0.02022825
2021-03-05,-0.00364742,0,-0.014184635,-0.023087359,-0.036414947
2021-03-08,-0.001218769,-0.019334652,-0.032670782,-0.036759102,-0.024129857
2021-03-09,-0.007343974,0.004329011,0.007352974,-0.029048864,-0.01917867
2021-03-10,-0.006161449,-0.017429635,-0.025975486,0.042174958,0.028631813
2021-03-11,0.013505423,0.004385972,0.029631798,0.040478381,0.00402415
2021-03-12,0.009708814,0.017354015,0.021661497,0.004162197,0.018568173
2021-03-15,-0.012150818,-0.002152853,-0.025317808,-0.004162197,0.006548812
2021-03-16,0.012150818,0.008583744,0.028882874,0,0.006506204
2021-03-17,-0.006056954,-0.008583744,-0.003565066,0.012445248,-0.005201572
2021-03-18,0.007263954,0.008583744,0.014184635,0.026448174,0.050836867
2021-03-19,-0.012136071,-0.019418086,-0.028573372,-0.011096191,-0.003724399
2021-03-22,0.001220256,-0.002181026,0,0.003040299,-0.013776048
2021-03-23,-0.002442004,-0.010977059,-0.021978907,-0.007115235,-0.026838672
2021-03-24,-0.009828089,-0.024582243,-0.011173301,0.003052694,0.002587324
2021-03-25,0.002466092,-0.013667639,-0.00375235,-0.014329742,-0.01825344
2021-03-26,0.003687773,-0.011534153,0.01492565,0.020407315,0.007863736
2021-03-29,0.001226242,0,-0.022472856,-0.015263756,-0.029141135
2021-03-30,0.00732604,0.018391323,0.018762276,0.012229586,0.012024193
2021-03-31,-0.009780029,-0.00685717,-0.014981554,0.009075029,0.00132714
2021-04-01,0.018259789,0.004576667,0.058624843,0.002008866,0.003970885
2021-04-02,0.022660481,0.064110347,0.003552402,0.004005665,0.002638524
2021-04-05,0.007050558,0.002139038,0.01408474,0.001986907,-0.006609409
2021-04-06,0.007001195,-0.017241806,0,0.080348799,0.030047982
2021-04-07,-0.004662013,0,0.003490405,-0.003679291,-0.010349381
2021-04-08,-0.010569681,0.006500565,0.003478264,0.011006602,-0.007832938
2021-04-09,-0.013072082,-0.013043663,-0.028170877,0.018091235,0.00522877
2021-04-12,-0.004796172,-0.011001211,-0.018018506,0,0.005201572
2021-04-13,0.009569451,0.01754431,0.014440684,0,0.007751977
2021-04-14,0,0.010810916,-0.018083675,0,0.007692346
2021-04-15,0.001189768,-0.008639363,0.003642991,0.073150882,-0.001277955
2021-04-16,-0.002380954,0.004329011,0,-0.01252626,0.001277955
2021-04-19,-0.007177064,-0.006500565,0.003629768,0,-0.003838776
2021-04-20,0.007177064,-0.004357305,0.00361664,0.004192878,0.002560821
2021-04-21,-0.015615933,-0.015401845,-0.04428768,-0.012631747,-0.027221383
2021-04-22,-0.002424244,0.00221484,0.003766483,-0.004246291,0
2021-04-23,0.004842624,-0.022372298,-0.003766483,0,-0.006591982
