Date,asset,sell_ratio_svm,sell_ratio_ann,outlier_flag_svm,outlier_flag_ann
2025-06-09,Hyundai,,0.0,1,1
2025-06-09,Hyundai,,0.0,1,1
2025-06-09,Hyundai,,0.0,1,1
2025-06-09,Hyundai,,0.0,1,1
2025-06-09,Hyundai,,0.0,1,1
2025-06-09,Hyundai,,0.0,1,1
2025-06-09,Hyundai,,0.0,1,1
2025-06-09,Hyundai,,0.0,1,1
2025-06-09,Hyundai,,0.0,1,1
2025-06-09,Hyundai,,0.0,1,1
2025-06-09,Hyundai,,0.0,1,1
2025-06-09,Hyundai,,0.0,1,1
2025-06-09,Hyundai,,0.0,1,1
2025-06-09,Hyundai,,0.0,1,1
2025-06-09,Hyundai,,0.0,1,1
2025-06-09,Hyundai,,0.0,1,1
2025-06-09,Hyundai,,0.0,1,1
2025-06-09,Hyundai,,0.0,1,1
2025-06-09,Hyundai,,0.0,1,1
2025-06-09,Hyundai,,0.0,1,1
2025-06-09,Hyundai,,0.0,1,1
2025-06-09,Hyundai,,0.0,1,1
2025-06-10,Hyundai,,0.0,1,1
2025-06-10,Hyundai,,0.0,1,1
2025-06-10,Hyundai,,0.0,1,1
2025-06-10,Hyundai,,0.0,1,1
2025-06-10,Hyundai,,0.0,1,1
2025-06-10,Hyundai,,0.0,1,1
2025-06-10,Hyundai,,0.0,1,1
2025-06-10,Hyundai,,0.0,1,1
2025-06-10,Hyundai,,0.0,1,1
2025-06-10,Hyundai,,0.0,1,1
2025-06-10,Hyundai,,0.0,1,1
2025-06-10,Hyundai,,0.0,1,1
2025-06-10,Hyundai,,0.0,1,1
2025-06-10,Hyundai,,0.0,1,1
2025-06-10,Hyundai,,0.0,1,1
2025-06-10,Hyundai,,0.0,1,1
2025-06-10,Hyundai,,0.0,1,1
2025-06-10,Hyundai,,0.0,1,1
2025-06-10,Hyundai,,0.0,1,1
2025-06-10,Hyundai,,0.0,1,1
2025-06-10,Hyundai,,0.0,1,1
2025-06-10,Hyundai,,0.0,1,1
2025-06-10,Hyundai,,0.0,1,1
2025-06-10,Hyundai,,0.0,1,1
2025-06-10,Hyundai,,0.0,1,1
2025-06-10,Hyundai,,0.0,1,1
2025-06-10,Hyundai,,0.0,1,1
2025-06-10,Hyundai,,0.0,1,1
2025-06-10,Hyundai,,0.0,1,1
2025-06-10,Hyundai,,0.0,1,1
2025-06-10,Hyundai,,0.0,1,1
2025-06-10,Hyundai,,0.0,1,1
2025-06-10,Hyundai,,0.0,1,1
2025-06-10,Hyundai,,0.0,1,1
2025-06-10,Hyundai,,0.0,1,1
2025-06-10,Hyundai,,0.0,1,1
2025-06-10,Hyundai,,0.0,1,1
2025-06-10,Hyundai,,0.0,1,1
2025-06-10,Hyundai,,0.0,1,1
2025-06-10,Hyundai,,0.0,1,1
2025-06-10,Hyundai,,0.0,1,1
2025-06-10,Hyundai,,0.0,1,1
2025-06-10,Hyundai,,0.0,1,1
2025-06-10,Hyundai,,0.0,1,1
2025-06-10,Hyundai,,0.0,1,1
2025-06-10,Hyundai,,0.0,1,1
2025-06-10,Hyundai,,0.0,1,1
2025-06-10,Hyundai,,0.0,1,1
2025-06-10,Hyundai,,0.0,1,1
2025-06-10,Hyundai,,0.0,1,1
2025-06-10,Hyundai,,0.0,1,1
2025-06-10,Hyundai,,0.0,1,1
2025-06-10,Hyundai,,0.0,1,1
2025-06-10,Hyundai,,0.0,1,1
2025-06-10,Hyundai,,0.0,1,1
2025-06-11,Hyundai,,0.0,1,1
2025-06-11,Hyundai,,0.0,1,1
2025-06-11,Hyundai,,0.0,1,1
2025-06-11,Hyundai,,0.0,1,1
2025-06-11,Hyundai,,0.0,1,1
2025-06-11,Hyundai,,0.0,1,1
2025-06-11,Hyundai,,0.0,1,1
2025-06-11,Hyundai,,0.0,1,1
2025-06-11,Hyundai,,0.0,1,1
2025-06-11,Hyundai,,0.0,1,1
2025-06-11,Hyundai,,0.0,1,1
2025-06-11,Hyundai,,0.0,1,1
2025-06-11,Hyundai,,0.0,1,1
2025-06-11,Hyundai,,0.0,1,1
2025-06-11,Hyundai,,0.0,1,1
2025-06-11,Hyundai,,0.0,1,1
2025-06-11,Hyundai,,0.0,1,1
2025-06-11,Hyundai,,0.0,1,1
2025-06-11,Hyundai,,0.0,1,1
2025-06-11,Hyundai,,0.0,1,1
2025-06-11,Hyundai,,0.0,1,1
2025-06-11,Hyundai,,0.0,1,1
2025-06-11,Hyundai,,0.0,1,1
2025-06-11,Hyundai,,0.0,1,1
2025-06-11,Hyundai,,0.0,1,1
2025-06-11,Hyundai,,0.0,1,1
2025-06-11,Hyundai,,0.0,1,1
2025-06-11,Hyundai,,0.0,1,1
2025-06-11,Hyundai,,0.0,1,1
2025-06-11,Hyundai,,0.0,1,1
2025-06-11,Hyundai,,0.0,1,1
2025-06-11,Hyundai,,0.0,1,1
2025-06-11,Hyundai,,0.0,1,1
2025-06-11,Hyundai,,0.0,1,1
2025-06-11,Hyundai,,0.0,1,1
2025-06-11,Hyundai,,0.0,1,1
2025-06-11,Hyundai,,0.0,1,1
2025-06-11,Hyundai,,0.0,1,1
2025-06-11,Hyundai,,0.0,1,1
2025-06-11,Hyundai,,0.0,1,1
2025-06-11,Hyundai,,0.0,1,1
2025-06-11,Hyundai,,0.0,1,1
2025-06-11,Hyundai,,0.0,1,1
2025-06-11,Hyundai,,0.0,1,1
2025-06-11,Hyundai,,0.0,1,1
2025-06-11,Hyundai,,0.0,1,1
2025-06-11,Hyundai,,0.0,1,1
2025-06-11,Hyundai,,0.0,1,1
2025-06-11,Hyundai,,0.0,1,1
2025-06-11,Hyundai,,0.0,1,1
2025-06-11,Hyundai,,0.0,1,1
2025-06-11,Hyundai,,0.0,1,1
2025-06-11,Hyundai,,0.0,1,1
2025-06-11,Hyundai,,0.0,1,1
2025-06-11,Hyundai,,0.0,1,1
2025-06-12,Hyundai,,0.0,1,1
2025-06-12,Hyundai,,0.0,1,1
2025-06-12,Hyundai,,0.0,1,1
2025-06-12,Hyundai,,0.0,1,1
2025-06-12,Hyundai,,0.0,1,1
2025-06-12,Hyundai,,0.0,1,1
2025-06-12,Hyundai,,0.0,1,1
2025-06-12,Hyundai,,0.0,1,1
2025-06-12,Hyundai,,0.0,1,1
2025-06-12,Hyundai,,0.0,1,1
2025-06-12,Hyundai,,0.0,1,1
2025-06-12,Hyundai,,0.0,1,1
2025-06-12,Hyundai,,0.0,1,1
2025-06-12,Hyundai,,0.0,1,1
2025-06-12,Hyundai,,0.0,1,1
2025-06-12,Hyundai,,0.0,1,1
2025-06-12,Hyundai,,0.0,1,1
2025-06-12,Hyundai,,0.0,1,1
2025-06-12,Hyundai,,0.0,1,1
2025-06-12,Hyundai,,0.0,1,1
2025-06-12,Hyundai,,0.0,1,1
2025-06-12,Hyundai,,0.0,1,1
2025-06-12,Hyundai,,0.0,1,1
2025-06-12,Hyundai,,0.0,1,1
2025-06-12,Hyundai,,0.0,1,1
2025-06-12,Hyundai,,0.0,1,1
2025-06-12,Hyundai,,0.0,1,1
2025-06-12,Hyundai,,0.0,1,1
2025-06-12,Hyundai,,0.0,1,1
2025-06-12,Hyundai,,0.0,1,1
2025-06-12,Hyundai,,0.0,1,1
2025-06-12,Hyundai,,0.0,1,1
2025-06-12,Hyundai,,0.0,1,1
2025-06-12,Hyundai,,0.0,1,1
2025-06-12,Hyundai,,0.0,1,1
2025-06-12,Hyundai,,0.0,1,1
2025-06-12,Hyundai,,0.0,1,1
2025-06-12,Hyundai,,0.0,1,1
2025-06-12,Hyundai,,0.0,1,1
2025-06-12,Hyundai,,0.0,1,1
2025-06-12,Hyundai,,0.0,1,1
2025-06-12,Hyundai,,0.0,1,1
2025-06-12,Hyundai,,0.0,1,1
2025-06-12,Hyundai,,0.0,1,1
2025-06-12,Hyundai,,0.0,1,1
2025-06-12,Hyundai,,0.0,1,1
2025-06-12,Hyundai,,0.0,1,1
2025-06-12,Hyundai,,0.0,1,1
2025-06-12,Hyundai,,0.0,1,1
2025-06-12,Hyundai,,0.0,1,1
2025-06-12,Hyundai,,0.0,1,1
2025-06-12,Hyundai,,0.0,1,1
2025-06-12,Hyundai,,0.0,1,1
2025-06-12,Hyundai,,0.0,1,1
2025-06-12,Hyundai,,0.0,1,1
2025-06-13,Hyundai,,0.0,1,1
2025-06-13,Hyundai,,0.0,1,1
2025-06-13,Hyundai,,0.0,1,1
2025-06-13,Hyundai,,0.0,1,1
2025-06-13,Hyundai,,0.0,1,1
2025-06-13,Hyundai,,0.0,1,1
2025-06-13,Hyundai,,0.0,1,1
2025-06-13,Hyundai,,0.0,1,1
2025-06-13,Hyundai,,0.0,1,1
2025-06-13,Hyundai,,0.0,1,1
2025-06-13,Hyundai,,0.0,1,1
2025-06-13,Hyundai,,0.0,1,1
2025-06-13,Hyundai,,0.0,1,1
2025-06-13,Hyundai,,0.0,1,1
2025-06-13,Hyundai,,0.0,1,1
2025-06-13,Hyundai,,0.0,1,1
2025-06-13,Hyundai,,0.0,1,1
2025-06-13,Hyundai,,0.0,1,1
2025-06-13,Hyundai,,0.0,1,1
2025-06-13,Hyundai,,0.0,1,1
2025-06-13,Hyundai,,0.0,1,1
2025-06-13,Hyundai,,0.0,1,1
2025-06-13,Hyundai,,0.0,1,1
2025-06-13,Hyundai,,0.0,1,1
2025-06-13,Hyundai,,0.0,1,1
2025-06-13,Hyundai,,0.0,1,1
2025-06-13,Hyundai,,0.0,1,1
2025-06-13,Hyundai,,0.0,1,1
2025-06-13,Hyundai,,0.0,1,1
2025-06-13,Hyundai,,0.0,1,1
2025-06-13,Hyundai,,0.0,1,1
2025-06-13,Hyundai,,0.0,1,1
2025-06-13,Hyundai,,0.0,1,1
2025-06-13,Hyundai,,0.0,1,1
2025-06-13,Hyundai,,0.0,1,1
2025-06-13,Hyundai,,0.0,1,1
2025-06-13,Hyundai,,0.0,1,1
2025-06-13,Hyundai,,0.0,1,1
2025-06-13,Hyundai,,0.0,1,1
2025-06-13,Hyundai,,0.0,1,1
2025-06-13,Hyundai,,0.0,1,1
2025-06-13,Hyundai,,0.0,1,1
2025-06-13,Hyundai,,0.0,1,1
2025-06-13,Hyundai,,0.0,1,1
2025-06-13,Hyundai,,0.0,1,1
2025-06-13,Hyundai,,0.0,1,1
2025-06-13,Hyundai,,0.0,1,1
2025-06-13,Hyundai,,0.0,1,1
2025-06-13,Hyundai,,0.0,1,1
2025-06-13,Hyundai,,0.0,1,1
2025-06-13,Hyundai,,0.0,1,1
2025-06-13,Hyundai,,0.0,1,1
2025-06-13,Hyundai,,0.0,1,1
2025-06-13,Hyundai,,0.0,1,1
2025-06-13,Hyundai,,0.0,1,1
2025-06-16,Hyundai,,0.0,1,1
2025-06-16,Hyundai,,0.0,1,1
2025-06-16,Hyundai,,0.0,1,1
2025-06-16,Hyundai,,0.0,1,1
2025-06-16,Hyundai,,0.0,1,1
2025-06-16,Hyundai,,0.0,1,1
2025-06-16,Hyundai,,0.0,1,1
2025-06-16,Hyundai,,0.0,1,1
2025-06-16,Hyundai,,0.0,1,1
2025-06-16,Hyundai,,0.0,1,1
2025-06-16,Hyundai,,0.0,1,1
2025-06-16,Hyundai,,0.0,1,1
2025-06-16,Hyundai,,0.0,1,1
2025-06-16,Hyundai,,0.0,1,1
2025-06-16,Hyundai,,0.0,1,1
2025-06-16,Hyundai,,0.0,1,1
2025-06-16,Hyundai,,0.0,1,1
2025-06-16,Hyundai,,0.0,1,1
2025-06-16,Hyundai,,0.0,1,1
2025-06-16,Hyundai,,0.0,1,1
2025-06-16,Hyundai,,0.0,1,1
2025-06-16,Hyundai,,0.0,1,1
2025-06-16,Hyundai,,0.0,1,1
2025-06-16,Hyundai,,0.0,1,1
2025-06-16,Hyundai,,0.0,1,1
2025-06-16,Hyundai,,0.0,1,1
2025-06-16,Hyundai,,0.0,1,1
2025-06-16,Hyundai,,0.0,1,1
2025-06-16,Hyundai,,0.0,1,1
2025-06-16,Hyundai,,0.0,1,1
2025-06-16,Hyundai,,0.0,1,1
2025-06-16,Hyundai,,0.0,1,1
2025-06-16,Hyundai,,0.0,1,1
2025-06-16,Hyundai,,0.0,1,1
2025-06-16,Hyundai,,0.0,1,1
2025-06-16,Hyundai,,0.0,1,1
2025-06-16,Hyundai,,0.0,1,1
2025-06-16,Hyundai,,0.0,1,1
2025-06-16,Hyundai,,0.0,1,1
2025-06-16,Hyundai,,0.0,1,1
2025-06-16,Hyundai,,0.0,1,1
2025-06-16,Hyundai,,0.0,1,1
2025-06-16,Hyundai,,0.0,1,1
2025-06-16,Hyundai,,0.0,1,1
2025-06-16,Hyundai,,0.0,1,1
2025-06-16,Hyundai,,0.0,1,1
2025-06-16,Hyundai,,0.0,1,1
2025-06-16,Hyundai,,0.0,1,1
2025-06-16,Hyundai,,0.0,1,1
2025-06-16,Hyundai,,0.0,1,1
2025-06-16,Hyundai,,0.0,1,1
2025-06-16,Hyundai,,0.0,1,1
2025-06-16,Hyundai,,0.0,1,1
2025-06-16,Hyundai,,0.0,1,1
2025-06-16,Hyundai,,0.0,1,1
2025-06-17,Hyundai,,0.0,1,1
2025-06-17,Hyundai,,0.0,1,1
2025-06-17,Hyundai,,0.0,1,1
2025-06-17,Hyundai,,0.0,1,1
2025-06-17,Hyundai,,0.0,1,1
2025-06-17,Hyundai,,0.0,1,1
2025-06-17,Hyundai,,0.0,1,1
2025-06-17,Hyundai,,0.0,1,1
2025-06-17,Hyundai,,0.0,1,1
2025-06-17,Hyundai,,0.0,1,1
2025-06-17,Hyundai,,0.0,1,1
2025-06-17,Hyundai,,0.0,1,1
2025-06-17,Hyundai,,0.0,1,1
2025-06-17,Hyundai,,0.0,1,1
2025-06-17,Hyundai,,0.0,1,1
2025-06-17,Hyundai,,0.0,1,1
2025-06-17,Hyundai,,0.0,1,1
2025-06-17,Hyundai,,0.0,1,1
2025-06-17,Hyundai,,0.0,1,1
2025-06-17,Hyundai,,0.0,1,1
2025-06-17,Hyundai,,0.0,1,1
2025-06-17,Hyundai,,0.0,1,1
2025-06-17,Hyundai,,0.0,1,1
2025-06-17,Hyundai,,0.0,1,1
2025-06-17,Hyundai,,0.0,1,1
2025-06-17,Hyundai,,0.0,1,1
2025-06-17,Hyundai,,0.0,1,1
2025-06-17,Hyundai,,0.0,1,1
2025-06-17,Hyundai,,0.0,1,1
2025-06-17,Hyundai,,0.0,1,1
2025-06-17,Hyundai,,0.0,1,1
2025-06-17,Hyundai,,0.0,1,1
2025-06-17,Hyundai,,0.0,1,1
2025-06-17,Hyundai,,0.0,1,1
2025-06-17,Hyundai,,0.0,1,1
2025-06-17,Hyundai,,0.0,1,1
2025-06-17,Hyundai,,0.0,1,1
2025-06-17,Hyundai,,0.0,1,1
2025-06-17,Hyundai,,0.0,1,1
2025-06-17,Hyundai,,0.0,1,1
2025-06-17,Hyundai,,0.0,1,1
2025-06-17,Hyundai,,0.0,1,1
2025-06-17,Hyundai,,0.0,1,1
2025-06-17,Hyundai,,0.0,1,1
2025-06-17,Hyundai,,0.0,1,1
2025-06-17,Hyundai,,0.0,1,1
2025-06-17,Hyundai,,0.0,1,1
2025-06-17,Hyundai,,0.0,1,1
2025-06-17,Hyundai,,0.0,1,1
2025-06-17,Hyundai,,0.0,1,1
2025-06-17,Hyundai,,0.0,1,1
2025-06-17,Hyundai,,0.0,1,1
2025-06-17,Hyundai,,0.0,1,1
2025-06-17,Hyundai,,0.0,1,1
2025-06-17,Hyundai,,0.0,1,1
2025-06-18,Hyundai,,0.0,1,1
2025-06-18,Hyundai,,0.0,1,1
2025-06-18,Hyundai,,0.0,1,1
2025-06-18,Hyundai,,0.0,1,1
2025-06-18,Hyundai,,0.0,1,1
2025-06-18,Hyundai,,0.0,1,1
2025-06-18,Hyundai,,0.0,1,1
2025-06-18,Hyundai,,0.0,1,1
2025-06-18,Hyundai,,0.0,1,1
2025-06-18,Hyundai,,0.0,1,1
2025-06-18,Hyundai,,0.0,1,1
2025-06-18,Hyundai,,0.0,1,1
2025-06-18,Hyundai,,0.0,1,1
2025-06-18,Hyundai,,0.0,1,1
2025-06-18,Hyundai,,0.0,1,1
2025-06-18,Hyundai,,0.0,1,1
2025-06-18,Hyundai,,0.0,1,1
2025-06-18,Hyundai,,0.0,1,1
2025-06-18,Hyundai,,0.0,1,1
2025-06-18,Hyundai,,0.0,1,1
2025-06-18,Hyundai,,0.0,1,1
2025-06-18,Hyundai,,0.0,1,1
2025-06-18,Hyundai,,0.0,1,1
2025-06-18,Hyundai,,0.0,1,1
2025-06-18,Hyundai,,0.0,1,1
2025-06-18,Hyundai,,0.0,1,1
2025-06-18,Hyundai,,0.0,1,1
2025-06-18,Hyundai,,0.0,1,1
2025-06-18,Hyundai,,0.0,1,1
2025-06-18,Hyundai,,0.0,1,1
2025-06-18,Hyundai,,0.0,1,1
2025-06-18,Hyundai,,0.0,1,1
2025-06-18,Hyundai,,0.0,1,1
2025-06-18,Hyundai,,0.0,1,1
2025-06-18,Hyundai,,0.0,1,1
2025-06-18,Hyundai,,0.0,1,1
2025-06-18,Hyundai,,0.0,1,1
2025-06-18,Hyundai,,0.0,1,1
2025-06-18,Hyundai,,0.0,1,1
2025-06-18,Hyundai,,0.0,1,1
2025-06-18,Hyundai,,0.0,1,1
2025-06-18,Hyundai,,0.0,1,1
2025-06-18,Hyundai,,0.0,1,1
2025-06-18,Hyundai,,0.0,1,1
2025-06-18,Hyundai,,0.0,1,1
2025-06-18,Hyundai,,0.0,1,1
2025-06-18,Hyundai,,0.0,1,1
2025-06-18,Hyundai,,0.0,1,1
2025-06-18,Hyundai,,0.0,1,1
2025-06-18,Hyundai,,0.0,1,1
2025-06-18,Hyundai,,0.0,1,1
2025-06-18,Hyundai,,0.0,1,1
2025-06-18,Hyundai,,0.0,1,1
2025-06-18,Hyundai,,0.0,1,1
2025-06-18,Hyundai,,0.0,1,1
2025-06-19,Hyundai,,0.0,1,1
2025-06-19,Hyundai,,0.0,1,1
2025-06-19,Hyundai,,0.0,1,1
2025-06-19,Hyundai,,0.0,1,1
2025-06-19,Hyundai,,0.0,1,1
2025-06-19,Hyundai,,0.0,1,1
2025-06-19,Hyundai,,0.0,1,1
2025-06-19,Hyundai,,0.0,1,1
2025-06-19,Hyundai,,0.0,1,1
2025-06-19,Hyundai,,0.0,1,1
2025-06-19,Hyundai,,0.0,1,1
2025-06-19,Hyundai,,0.0,1,1
2025-06-19,Hyundai,,0.0,1,1
2025-06-19,Hyundai,,0.0,1,1
2025-06-19,Hyundai,,0.0,1,1
2025-06-19,Hyundai,,0.0,1,1
2025-06-19,Hyundai,,0.0,1,1
2025-06-19,Hyundai,,0.0,1,1
2025-06-19,Hyundai,,0.0,1,1
2025-06-19,Hyundai,,0.0,1,1
2025-06-19,Hyundai,,0.0,1,1
2025-06-19,Hyundai,,0.0,1,1
2025-06-19,Hyundai,,0.0,1,1
2025-06-19,Hyundai,,0.0,1,1
2025-06-19,Hyundai,,0.0,1,1
2025-06-19,Hyundai,,0.0,1,1
2025-06-19,Hyundai,,0.0,1,1
2025-06-19,Hyundai,,0.0,1,1
2025-06-19,Hyundai,,0.0,1,1
2025-06-19,Hyundai,,0.0,1,1
2025-06-19,Hyundai,,0.0,1,1
2025-06-19,Hyundai,,0.0,1,1
2025-06-19,Hyundai,,0.0,1,1
2025-06-19,Hyundai,,0.0,1,1
2025-06-19,Hyundai,,0.0,1,1
2025-06-19,Hyundai,,0.0,1,1
2025-06-19,Hyundai,,0.0,1,1
2025-06-19,Hyundai,,0.0,1,1
2025-06-19,Hyundai,,0.0,1,1
2025-06-19,Hyundai,,0.0,1,1
2025-06-19,Hyundai,,0.0,1,1
2025-06-19,Hyundai,,0.0,1,1
2025-06-19,Hyundai,,0.0,1,1
2025-06-19,Hyundai,,0.0,1,1
2025-06-19,Hyundai,,0.0,1,1
2025-06-19,Hyundai,,0.0,1,1
2025-06-19,Hyundai,,0.0,1,1
2025-06-19,Hyundai,,0.0,1,1
2025-06-19,Hyundai,,0.0,1,1
2025-06-19,Hyundai,,0.0,1,1
2025-06-19,Hyundai,,0.0,1,1
2025-06-19,Hyundai,,0.0,1,1
2025-06-19,Hyundai,,0.0,1,1
2025-06-19,Hyundai,,0.0,1,1
2025-06-19,Hyundai,,0.0,1,1
2025-06-20,Hyundai,,0.0,1,1
2025-06-20,Hyundai,,0.0,1,1
2025-06-20,Hyundai,,0.0,1,1
2025-06-20,Hyundai,,0.0,1,1
2025-06-20,Hyundai,,0.0,1,1
2025-06-20,Hyundai,,0.0,1,1
2025-06-20,Hyundai,,0.0,1,1
2025-06-20,Hyundai,,0.0,1,1
2025-06-20,Hyundai,,0.0,1,1
2025-06-20,Hyundai,,0.0,1,1
2025-06-20,Hyundai,,0.0,1,1
2025-06-20,Hyundai,,0.0,1,1
2025-06-20,Hyundai,,0.0,1,1
2025-06-20,Hyundai,,0.0,1,1
2025-06-20,Hyundai,,0.0,1,1
2025-06-20,Hyundai,,0.0,1,1
2025-06-20,Hyundai,,0.0,1,1
2025-06-20,Hyundai,,0.0,1,1
2025-06-20,Hyundai,,0.0,1,1
2025-06-20,Hyundai,,0.0,1,1
2025-06-20,Hyundai,,0.0,1,1
2025-06-20,Hyundai,,0.0,1,1
2025-06-20,Hyundai,,0.0,1,1
2025-06-20,Hyundai,,0.0,1,1
2025-06-20,Hyundai,,0.0,1,1
2025-06-20,Hyundai,,0.0,1,1
2025-06-20,Hyundai,,0.0,1,1
