거래일,CD수익률,"대표수익률(80~100일)
(거래량가중평균수익률)"
2020-11-09,0.66,-
2020-11-06,0.66,-
2020-11-05,0.66,0.64
2020-11-04,0.67,-
2020-11-03,0.67,0.68
2020-11-02,0.63,-
2020-10-30,0.63,-
2020-10-29,0.63,-
2020-10-28,0.63,-
2020-10-27,0.63,-
2020-10-26,0.63,-
2020-10-23,0.63,-
2020-10-22,0.63,-
2020-10-21,0.63,-
2020-10-20,0.63,-
2020-10-19,0.63,-
2020-10-16,0.63,-
2020-10-15,0.63,-
2020-10-14,0.63,-
2020-10-13,0.63,-
2020-10-12,0.63,-
2020-10-08,0.63,-
2020-10-07,0.63,-
2020-10-06,0.63,-
2020-10-05,0.63,-
2020-09-29,0.63,-
2020-09-28,0.63,-
2020-09-25,0.63,-
2020-09-24,0.63,-
2020-09-23,0.63,-
2020-09-22,0.63,-
2020-09-21,0.63,-
2020-09-18,0.63,0.63
2020-09-17,0.63,-
2020-09-16,0.63,-
2020-09-15,0.63,-
2020-09-14,0.63,-
2020-09-11,0.63,-
2020-09-10,0.63,-
2020-09-09,0.63,0.61
2020-09-08,0.63,-
2020-09-07,0.63,0.68
2020-09-04,0.63,-
2020-09-03,0.63,-
2020-09-02,0.63,0.63
2020-09-01,0.63,-
2020-08-31,0.63,-
2020-08-28,0.63,-
2020-08-27,0.63,0.63
2020-08-26,0.63,-
2020-08-25,0.63,0.63
2020-08-24,0.63,0.63
2020-08-21,0.63,-
2020-08-20,0.63,-
2020-08-19,0.63,0.61
2020-08-18,0.64,0.60
2020-08-14,0.65,-
2020-08-13,0.67,-
2020-08-12,0.70,-
2020-08-11,0.73,-
2020-08-10,0.74,-
2020-08-07,0.75,0.59
2020-08-06,0.76,-
2020-08-05,0.76,-
2020-08-04,0.76,-
2020-08-03,0.78,0.58
2020-07-31,0.78,-
2020-07-30,0.78,-
2020-07-29,0.78,0.61
2020-07-28,0.78,0.59
2020-07-27,0.78,0.80
2020-07-24,0.78,-
2020-07-23,0.78,-
2020-07-22,0.79,-
2020-07-21,0.79,-
2020-07-20,0.79,-
2020-07-17,0.79,-
2020-07-16,0.79,-
2020-07-15,0.79,-
2020-07-14,0.79,-
2020-07-13,0.79,-
2020-07-10,0.79,-
2020-07-09,0.79,-
2020-07-08,0.79,-
2020-07-07,0.79,-
2020-07-06,0.79,-
2020-07-03,0.79,-
2020-07-02,0.79,-
2020-07-01,0.79,-
2020-06-30,0.79,-
2020-06-29,0.79,-
2020-06-26,0.79,-
2020-06-25,0.79,-
2020-06-24,0.79,-
2020-06-23,0.79,-
2020-06-22,0.79,-
2020-06-19,0.79,-
2020-06-18,0.79,-
2020-06-17,0.79,-
2020-06-16,0.79,-
2020-06-15,0.79,-
2020-06-12,0.79,-
2020-06-11,0.79,-
2020-06-10,0.79,-
2020-06-09,0.79,-
2020-06-08,0.79,0.83
2020-06-05,0.79,0.67
2020-06-04,0.80,0.70
2020-06-03,0.81,-
2020-06-02,0.81,-
2020-06-01,0.81,-
2020-05-29,0.81,-
2020-05-28,0.81,-
2020-05-27,1.02,1.02
2020-05-26,1.02,-
2020-05-25,1.02,0.80
2020-05-22,1.02,0.80
2020-05-21,1.02,0.81
2020-05-20,1.02,0.88
2020-05-19,1.02,1.03
2020-05-18,1.05,-
2020-05-15,1.05,-
2020-05-14,1.05,-
2020-05-13,1.05,-
2020-05-12,1.05,1.06
2020-05-11,1.05,1.05
2020-05-08,1.08,1.08
2020-05-07,1.08,1.09
2020-05-06,1.10,-
2020-05-04,1.10,1.10
2020-04-29,1.10,1.10
2020-04-28,1.10,-
2020-04-27,1.10,-
2020-04-24,1.10,-
2020-04-23,1.10,-
2020-04-22,1.10,1.10
2020-04-21,1.10,-
2020-04-20,1.10,-
2020-04-17,1.10,1.10
2020-04-16,1.10,1.11
2020-04-14,1.10,-
2020-04-13,1.10,-
2020-04-10,1.10,1.10
2020-04-09,1.10,1.10
2020-04-08,1.10,-
2020-04-07,1.10,-
2020-04-06,1.10,1.10
2020-04-03,1.10,1.10
2020-04-02,1.10,-
2020-04-01,1.10,-
2020-03-31,1.10,-
2020-03-30,1.10,-
2020-03-27,1.10,-
2020-03-26,1.10,-
2020-03-25,1.10,-
2020-03-24,1.07,-
2020-03-23,1.02,-
2020-03-20,1.02,-
2020-03-19,1.02,-
2020-03-18,1.02,-
2020-03-17,1.02,-
2020-03-16,1.39,-
2020-03-13,1.39,1.36
2020-03-12,1.39,1.25
2020-03-11,1.40,-
2020-03-10,1.40,-
2020-03-09,1.40,-
2020-03-06,1.40,-
2020-03-05,1.40,-
2020-03-04,1.40,-
2020-03-03,1.41,-
2020-03-02,1.41,-
2020-02-28,1.41,1.25
2020-02-27,1.41,1.28
2020-02-26,1.41,-
2020-02-25,1.41,-
2020-02-24,1.41,-
2020-02-21,1.41,-
2020-02-20,1.41,1.29
2020-02-19,1.42,-
2020-02-18,1.42,1.34
2020-02-17,1.42,-
2020-02-14,1.42,-
2020-02-13,1.42,1.36
2020-02-12,1.42,-
2020-02-11,1.42,-
2020-02-10,1.42,1.35
2020-02-07,1.42,1.36
2020-02-06,1.42,1.39
2020-02-05,1.42,1.41
2020-02-04,1.42,1.40
2020-02-03,1.42,-
2020-01-31,1.42,1.40
2020-01-30,1.43,1.43
2020-01-29,1.46,-
2020-01-28,1.46,-
2020-01-23,1.46,-
2020-01-22,1.46,-
2020-01-21,1.46,-
2020-01-20,1.46,1.49
2020-01-17,1.46,-
2020-01-16,1.46,-
2020-01-15,1.46,-
2020-01-14,1.46,-
2020-01-13,1.46,-
2020-01-10,1.46,-
2020-01-09,1.46,1.46
2020-01-08,1.46,1.46
2020-01-07,1.46,1.47
2020-01-06,1.49,1.49
2020-01-03,1.53,-
2020-01-02,1.53,-
